Track_id_org,Track_id,Gene_Name,Locus,Strand,Gene_Type,log2FC,Fold_Change,p_value,q_value,Test_FPKM,Control_FP,HOXD9-1,HOXD9-2,HOXD9-3,Vector-1,Vector-2,Vector-3,Upregulated
ENSG00000124107.5_2,ENSG00000124107.5,SLPI,chr20:43880,-,protein_coding,-0.315298,0.8036847,0.0066925,0.2040161,4.5892154,4.9045138,22.107439,22.084358,25.145977,29.500612,28.638376,28.720381,0
ENSG00000124177.14_3,ENSG00000124177.14,CHD6,chr20:40030,-,protein_coding,-0.279038,0.8241402,0.0035371,0.1749275,2.8971081,3.1761463,6.5598999,6.6940349,6.1068815,7.8296187,8.4099755,7.8882343,0
ENSG00000124602.9_3,ENSG00000124602.9,UNC5CL,chr6:409946,-,protein_coding,0.2638188,1.2006526,0.0186709,0.2558547,2.7673906,2.5035718,5.3172811,5.7841677,6.3650548,4.7424613,4.8006981,4.4748509,1
ENSG00000124733.3_2,ENSG00000124733.3,MEA1,chr6:429798,-,protein_coding,0.2652758,1.2018658,0.0311328,0.2933365,6.0478645,5.7825887,61.672112,63.285862,70.874702,57.704964,50.535778,54.133339,1
ENSG00000124762.13_2,ENSG00000124762.13,CDKN1A,chr6:366442,+,protein_coding,0.3069025,1.2370489,0.0146788,0.242791,6.3098062,6.0029037,77.726856,73.608576,83.998481,67.708784,60.182424,61.736937,1
ENSG00000125247.15_3,ENSG00000125247.15,TMTC4,chr13:10125,-,protein_coding,-0.279022,0.8241494,0.001962,0.1522433,1.5779684,1.8569906,1.9128847,2.0461005,1.9990237,2.4876176,2.7805812,2.6053065,0
ENSG00000125285.5_3,ENSG00000125285.5,SOX21,chr13:95361,-,protein_coding,-0.289921,0.8179468,0.0195708,0.2575012,0.379367,0.6692881,0.34892,0.31675,0.239119,0.731539,0.47279,0.577082,0
ENSG00000125482.12_2,ENSG00000125482.12,TTF1,chr9:135250,-,protein_coding,-0.311193,0.8059753,0.0224667,0.2659269,2.2753027,2.5864953,3.691091,4.3403884,3.528521,5.2545064,5.149308,4.634024,0
ENSG00000125772.12_3,ENSG00000125772.12,GPCPD1,chr20:55250,-,protein_coding,-0.690191,0.6197718,0.0045648,0.1849138,1.2729777,1.9631687,1.4754876,1.680843,1.1265776,2.5628763,3.2027711,2.9589636,0
ENSG00000125826.20_3,ENSG00000125826.20,RBCK1,chr20:38814,+,protein_coding,-0.327778,0.7967627,0.0045523,0.1849138,4.1314652,4.4592431,16.008628,15.817268,17.821754,21.716027,20.462175,20.831908,0
ENSG00000125966.9_2,ENSG00000125966.9,MMP24,chr20:33814,+,protein_coding,0.3109918,1.2405603,0.0087013,0.2115899,2.0007078,1.689716,2.853582,3.062462,3.094164,2.363213,1.973364,2.357091,1
ENSG00000125968.8_2,ENSG00000125968.8,ID1,chr20:30193,+,protein_coding,0.3169983,1.2457359,0.013104,0.2354662,7.8071726,7.4901743,227.24776,209.49889,232.84229,191.52621,166.24396,179.49331,1
ENSG00000125977.6_2,ENSG00000125977.6,EIF2S2,chr20:32676,-,protein_coding,-0.323934,0.7988883,0.034078,0.2993278,5.7087527,6.032687,56.450195,52.678387,45.390224,60.375328,67.113167,66.117279,0
ENSG00000127328.21_3,ENSG00000127328.21,RAB3IP,chr12:70132,+,protein_coding,-0.283002,0.8218793,0.0005494,0.1106916,1.3077432,1.5907447,1.4256282,1.4764672,1.5255325,1.9422998,2.1027125,1.9933479,0
ENSG00000127947.15_2,ENSG00000127947.15,PTPN12,chr7:771665,+,protein_coding,-0.544134,0.6858032,0.0413379,0.3138435,3.3130244,3.857158,11.179973,8.7781403,7.2424554,12.113563,15.050658,13.459296,0
ENSG00000127980.15_2,ENSG00000127980.15,PEX1,chr7:921163,-,protein_coding,-0.386944,0.7647479,0.001619,0.1419323,1.771948,2.1588919,2.5344839,2.4554304,2.261372,3.6596262,3.2597329,3.4868363,0
ENSG00000128165.8_2,ENSG00000128165.8,ADM2,chr22:50919,+,protein_coding,-1.219747,0.4293579,0.0011109,0.130843,2.1128177,3.332565,3.2146918,3.311377,3.4533078,10.030809,7.255686,10.22653,0
ENSG00000128228.4_2,ENSG00000128228.4,SDF2L1,chr22:21996,+,protein_coding,0.3328095,1.2594637,0.0047294,0.1853643,5.7200488,5.3872393,50.792889,50.089026,54.350438,42.768257,38.320343,41.597619,1
ENSG00000128272.14_2,ENSG00000128272.14,ATF4,chr22:39915,+,protein_coding,-0.391584,0.7622923,0.0003033,0.0943724,6.9079322,7.2995159,118.83834,119.51877,118.90406,157.84238,149.82969,162.17982,0
ENSG00000128298.16_2,ENSG00000128298.16,BAIAP2L2,chr22:38480,-,protein_coding,-0.358777,0.7798252,0.0065867,0.2040161,0.3658473,0.7246246,0.2432053,0.2480152,0.3792098,0.7518994,0.653173,0.5580226,0
ENSG00000128510.10_2,ENSG00000128510.10,CPA4,chr7:129932,+,protein_coding,0.6815184,1.6038268,0.0014758,0.1390335,2.2568813,1.5753629,3.8419937,3.8214178,3.6770057,1.9756999,1.6890171,2.3075907,1
ENSG00000128626.11_2,ENSG00000128626.11,MRPS12,chr19:39421,+,protein_coding,0.2797807,1.2140104,0.0094204,0.2138428,5.3335476,5.0537669,38.708736,37.238703,42.180159,33.312197,30.970735,32.404511,1
ENSG00000128683.13_3,ENSG00000128683.13,GAD1,chr2:171669,+,protein_coding,-0.362894,0.7776033,0.0195952,0.2575012,1.8098902,2.1727839,2.3203867,2.4630025,2.7484542,3.1539336,4.0242041,3.3923056,0
ENSG00000128709.12_3,ENSG00000128709.12,HOXD9,chr2:176987,+,protein_coding,4.8238177,28.321341,4.53E-07,0.0068937,4.8578948,0.0340772,26.581068,26.364252,31.308851,0,0.041294,0.030864,1
ENSG00000128833.12_2,ENSG00000128833.12,MYO5C,chr15:52484,-,protein_coding,-0.289888,0.8179656,0.0331664,0.2967039,2.5731125,2.8630003,5.3348991,5.1424443,4.4159071,6.0151733,6.8928243,5.9546632,0
ENSG00000128965.11_2,ENSG00000128965.11,CHAC1,chr15:41245,+,protein_coding,-1.772751,0.2926502,0.0004895,0.1106916,3.3129247,5.0856756,7.9615295,11.467207,7.7845151,33.825059,30.733331,34.43359,0
ENSG00000129003.15_3,ENSG00000129003.15,VPS13C,chr15:62144,-,protein_coding,-0.645048,0.6394716,0.0326509,0.2958398,2.9611368,3.6061846,7.4948473,7.5215991,5.5237348,9.7904619,14.094495,10.087933,0
ENSG00000129292.20_3,ENSG00000129292.20,PHF20L1,chr8:133787,+,protein_coding,-0.302705,0.810731,0.0425243,0.3149427,1.1517031,1.4544079,1.3747264,1.3253043,0.9860864,1.5580469,1.9731174,1.7060801,0
ENSG00000129493.14_3,ENSG00000129493.14,HEATR5A,chr14:31760,-,protein_coding,-0.280563,0.8232695,0.0421592,0.3149427,3.0438264,3.3243896,7.7959717,7.6615703,6.3615402,8.714265,9.7084469,8.6624346,0
ENSG00000129911.8_2,ENSG00000129911.8,KLF16,chr19:18523,-,protein_coding,0.4627908,1.3782053,0.0431989,0.3166579,4.838142,4.3753512,28.651246,22.611756,32.427687,21.399432,18.481278,19.487142,1
ENSG00000129968.15_2,ENSG00000129968.15,ABHD17A,chr19:18768,-,protein_coding,0.6990661,1.6234535,0.0040381,0.182744,3.4291296,2.7300635,9.6079428,9.3301405,10.404472,6.7220851,5.0897284,5.2109852,1
ENSG00000130066.16_2,ENSG00000130066.16,SAT1,chrX:23801,+,protein_coding,-0.313697,0.8045772,0.0048562,0.1875771,5.0838733,5.3975706,32.477711,33.501327,32.775638,38.388371,43.829067,41.419376,0
ENSG00000130165.10_3,ENSG00000130165.10,ELOF1,chr19:11661,-,protein_coding,0.3531001,1.2773024,0.0087711,0.2115899,3.3389236,2.9858235,9.3898216,8.4509687,9.5502807,7.2063457,7.2488865,6.3438222,1
ENSG00000130204.12_4,ENSG00000130204.12,TOMM40,chr19:45393,+,protein_coding,0.342991,1.2683835,0.0049547,0.1885042,5.9399811,5.59699,58.433903,57.834018,65.172059,49.256309,46.070981,46.933795,1
ENSG00000130303.12_3,ENSG00000130303.12,BST2,chr19:17513,-,protein_coding,1.1395198,2.2030769,0.0003594,0.0943724,3.324984,2.1854642,9.5614639,8.4778116,9.0537386,3.147524,4.1316318,3.4220783,1
ENSG00000130513.6_3,ENSG00000130513.6,GDF15,chr19:18485,+,protein_coding,-0.288407,0.8188056,0.0413657,0.3138435,6.4048702,6.6932773,83.598726,77.033326,91.157396,107.42091,93.138839,107.58001,0
ENSG00000130600.17_3,ENSG00000130600.17,H19,chr11:20163,-,processed_tr,-0.886962,0.5407516,0.0048109,0.1867542,2.3078201,3.1947821,3.7320206,3.4825349,4.7226723,8.0096936,9.5863483,7.0485856,0
ENSG00000130706.12_3,ENSG00000130706.12,ADRM1,chr20:60877,+,protein_coding,0.369253,1.2916838,0.0092274,0.2129568,7.7598329,7.39058,212.132,207.80408,227.79144,180.05124,153.10951,168.32763,1
ENSG00000130766.4_2,ENSG00000130766.4,SESN2,chr1:285860,+,protein_coding,-0.562258,0.6772413,0.0001044,0.0866373,4.2775369,4.839795,18.133541,17.848707,19.226645,28.413494,27.173027,27.339375,0
ENSG00000131051.22_3,ENSG00000131051.22,RBM39,chr20:34289,-,protein_coding,-0.3192,0.8015142,0.0149319,0.2432408,3.4649412,3.7841412,10.136725,10.518409,9.4955128,11.554707,13.304115,13.5597,0
ENSG00000131152.4_4,ENSG00000131152.4,AC010531.1,chr16:87336,-,protein_coding,-0.603101,0.6583375,0.0355435,0.3030061,0.5782173,1.181318,0.388625,0.427731,0.678614,0.987624,1.883334,1.035201,0
ENSG00000131153.8_3,ENSG00000131153.8,GINS2,chr16:85709,-,protein_coding,0.2730126,1.2083284,0.000172,0.0943724,3.1844957,2.9114831,8.1516819,7.9232896,8.2015346,6.6787214,6.4659048,6.4295045,1
ENSG00000131791.7_2,ENSG00000131791.7,PRKAB2,chr1:146626,-,protein_coding,-0.343734,0.787999,0.0180657,0.2536037,2.3598713,2.7036055,4.4458819,4.1668715,3.8070675,5.0233194,6.1473722,5.4212081,0
ENSG00000132003.9_3,ENSG00000132003.9,ZSWIM4,chr19:13906,+,protein_coding,-0.321878,0.800028,0.0292612,0.2885442,2.0107422,2.3326199,2.8284532,2.8212022,3.473607,4.1123612,3.6533036,4.372578,0
ENSG00000132256.18_3,ENSG00000132256.18,TRIM5,chr11:56847,-,protein_coding,0.399674,1.3192098,0.0094759,0.2138428,1.2893958,0.8897217,1.2288239,1.4966357,1.6242757,0.9810055,0.8152032,0.7688372,1
ENSG00000132356.11_2,ENSG00000132356.11,PRKAA1,chr5:407594,-,protein_coding,-0.301506,0.8114049,0.0406973,0.3138435,2.0163756,2.3178817,3.2324237,3.1912675,2.7327949,3.4608961,4.3990964,4.1465072,0
ENSG00000132436.11_4,ENSG00000132436.11,FIGNL1,chr7:505118,-,protein_coding,-0.560678,0.6779836,0.0186766,0.2558547,1.5005989,2.0612767,2.1814539,1.9434251,1.4193418,3.1233661,3.6614965,2.7821703,0
ENSG00000132522.15_3,ENSG00000132522.15,GPS2,chr17:72146,-,protein_coding,0.2731407,1.2084357,0.0262838,0.2808714,3.8455218,3.5723811,13.986569,12.331472,13.868662,11.832944,10.201321,10.710786,1
ENSG00000132549.18_3,ENSG00000132549.18,VPS13B,chr8:100025,+,protein_coding,-0.400403,0.7576464,0.0299168,0.2902373,1.717944,2.1183473,2.2893668,2.4498648,2.1372103,2.8721815,4.058591,3.1790061,0
ENSG00000132661.3_3,ENSG00000132661.3,NXT1,chr20:23331,+,protein_coding,0.2781505,1.2126394,0.0077531,0.2077093,5.1987975,4.920647,34.497627,34.437046,38.384483,30.15164,28.355066,29.382467,1
ENSG00000132773.11_2,ENSG00000132773.11,TOE1,chr1:458053,+,protein_coding,0.2801652,1.2143339,0.015946,0.2484394,3.6036093,3.3234441,11.194702,10.538461,11.766281,9.5975846,8.3014274,9.1768312,1
ENSG00000132846.5_4,ENSG00000132846.5,ZBED3,chr5:763678,-,protein_coding,-0.502396,0.7059334,0.0003104,0.0943724,2.4887305,2.9911264,4.5754131,4.692355,4.5715826,7.3280227,6.5364852,7.008397,0
ENSG00000133048.12_2,ENSG00000133048.12,CHI3L1,chr1:203148,-,protein_coding,0.3888679,1.3093655,0.00376,0.1787164,1.7036542,1.3147863,2.1333826,2.0984671,2.5595306,1.4784565,1.4946984,1.4898376,1
ENSG00000133121.20_3,ENSG00000133121.20,STARD13,chr13:33677,-,protein_coding,-0.472832,0.7205486,0.0005598,0.1106916,0.5823636,1.055196,0.5246945,0.4820626,0.4855161,1.1576924,1.1302609,0.9521565,0
ENSG00000133401.15_3,ENSG00000133401.15,PDZD2,chr5:316395,+,protein_coding,-0.380212,0.7683245,0.0085581,0.2112786,2.0789077,2.4591201,3.4418994,3.1991498,3.0430642,4.858551,4.0113944,4.6631479,0
ENSG00000133639.4_3,ENSG00000133639.4,BTG1,chr12:92534,-,protein_coding,-0.356627,0.7809886,0.0022811,0.1570628,1.9367668,2.2933933,3.0255194,2.8760378,2.5963735,4.0078594,3.7839268,3.9170417,0
ENSG00000133706.17_2,ENSG00000133706.17,LARS,chr5:145492,-,protein_coding,-0.384157,0.7662265,0.0366246,0.3055634,3.2176843,3.6018414,8.6155272,9.4625602,7.0029005,10.337784,11.529762,11.598415,0
ENSG00000133794.17_3,ENSG00000133794.17,ARNTL,chr11:13298,+,protein_coding,-0.342242,0.7888145,0.0016178,0.1419323,0.7368131,1.0790551,0.6857313,0.6987102,0.6162215,1.0229525,1.0986993,1.2209971,0
ENSG00000134184.12_3,ENSG00000134184.12,GSTM1,chr1:110230,+,protein_coding,0.283912,1.2174917,0.0139679,0.2388191,4.4371524,4.1532405,19.690202,21.863964,20.489765,16.008084,16.2954,18.149783,1
ENSG00000134294.13_2,ENSG00000134294.13,SLC38A2,chr12:46751,-,protein_coding,-0.583332,0.6674205,0.0417486,0.3140442,4.864713,5.4480451,32.425153,30.903801,22.193047,37.446416,48.738908,42.503371,0
ENSG00000134321.11_2,ENSG00000134321.11,RSAD2,chr2:700593,+,protein_coding,0.3707142,1.2929928,0.0141053,0.2399539,2.0977239,1.7270097,3.4904806,3.2700502,3.0898525,2.0675337,2.6879216,2.2068168,1
ENSG00000134326.11_4,ENSG00000134326.11,CMPK2,chr2:698070,-,protein_coding,0.4794942,1.3942547,0.0007148,0.114143,1.8113382,1.3318441,2.6071337,2.5878226,2.340475,1.5742944,1.5887594,1.3934544,1
ENSG00000134444.13_3,ENSG00000134444.13,KIAA1468,chr18:59854,+,protein_coding,-0.429036,0.742758,0.0343449,0.2993278,2.1554514,2.5844872,3.7006127,3.8959388,2.8421661,4.4201297,5.6062625,5.0264143,0
ENSG00000134684.10_2,ENSG00000134684.10,YARS,chr1:332408,-,protein_coding,-0.313035,0.8049468,0.0175365,0.2506617,4.0177714,4.330806,15.860019,14.43088,15.336551,19.944686,17.246679,20.323075,0
ENSG00000134698.10_2,ENSG00000134698.10,AGO4,chr1:362737,+,protein_coding,-0.304131,0.8099299,0.0230321,0.2666812,2.1003361,2.4044671,3.5782994,3.4594053,2.8619921,4.2427564,4.5577001,4.0932545,0
ENSG00000134853.11_3,ENSG00000134853.11,PDGFRA,chr4:550952,+,protein_coding,-0.350856,0.7841185,0.0229733,0.2666812,1.8085188,2.1593752,2.8720963,2.5929222,2.0893085,3.3540393,3.4957125,3.5542752,0
ENSG00000134884.13_3,ENSG00000134884.13,ARGLU1,chr13:10719,-,protein_coding,-0.298565,0.8130605,0.0201582,0.2576869,4.0153326,4.3138979,14.514778,15.76147,15.261065,17.04121,20.377589,19.399222,0
ENSG00000134897.13_3,ENSG00000134897.13,BIVM,chr13:10345,+,protein_coding,-0.411177,0.7520099,0.0066913,0.2040161,1.1888087,1.5999852,1.3065502,1.321252,1.2126669,1.8380176,2.367506,1.9147891,0
ENSG00000135069.13_2,ENSG00000135069.13,PSAT1,chr9:809120,+,protein_coding,-0.492982,0.7105547,0.0049551,0.1885042,6.1231105,6.616093,70.832617,73.977833,61.873149,99.239497,91.454005,100.85039,0
ENSG00000135100.17_2,ENSG00000135100.17,HNF1A,chr12:12141,+,protein_coding,-0.384941,0.7658103,0.0141196,0.2399539,0.5450788,0.9300199,0.3766428,0.5132362,0.4911704,0.7933876,1.1350783,0.8063576,0
ENSG00000135114.12_2,ENSG00000135114.12,OASL,chr12:12145,-,protein_coding,0.3478284,1.2726436,0.0149515,0.2432408,4.5825247,4.2346963,20.675347,23.014714,25.4234,17.304364,18.036141,18.150419,1
ENSG00000135164.18_3,ENSG00000135164.18,DMTF1,chr7:867816,+,protein_coding,-0.473444,0.7202431,0.041082,0.3138435,1.7279097,2.2013538,2.3232136,2.541475,2.0882717,2.790794,4.3910723,3.7600908,0
ENSG00000135241.16_3,ENSG00000135241.16,PNPLA8,chr7:108110,-,protein_coding,-0.31244,0.8052784,0.0250216,0.2761127,1.8143009,2.1267413,2.4060531,2.7854794,2.3736862,3.233956,3.8143582,3.086524,0
ENSG00000135363.11_2,ENSG00000135363.11,LMO2,chr11:33880,-,protein_coding,-0.471951,0.7209892,0.0062776,0.2035654,3.0002111,3.4721616,6.3205205,7.0766033,7.6634307,10.764059,9.3166917,10.260995,0
ENSG00000135451.12_4,ENSG00000135451.12,TROAP,chr12:49717,+,protein_coding,0.266512,1.202896,0.0193778,0.2575012,3.8964906,3.6299787,13.60919,13.0081,15.138988,11.701523,10.77851,11.683855,1
ENSG00000135480.15_3,ENSG00000135480.15,KRT7,chr12:52626,+,protein_coding,0.2707192,1.2064091,0.0212298,0.262461,1.3697039,1.0989847,1.3620724,1.642623,1.7646331,1.230659,1.0933883,1.1047433,1
ENSG00000136044.11_2,ENSG00000136044.11,APPL2,chr12:10556,-,protein_coding,-0.3021,0.8110709,0.0325754,0.2958398,2.3763568,2.6784568,4.3695753,4.4207531,3.8091075,5.4916573,5.9592574,4.8072301,0
ENSG00000136169.16_3,ENSG00000136169.16,SETDB2,chr13:50018,+,protein_coding,-0.368201,0.7747481,0.0081058,0.2097267,0.7083379,1.0765386,0.6817691,0.6595274,0.562939,1.023224,1.3167205,1.0012145,0
ENSG00000136271.10_3,ENSG00000136271.10,DDX56,chr7:446050,-,protein_coding,0.302851,1.2335797,0.0363961,0.3050104,4.2565239,3.9536729,18.28069,17.439694,18.640288,16.283633,12.794308,14.602259,1
ENSG00000136371.10_3,ENSG00000136371.10,MTHFS,chr15:80125,-,protein_coding,0.2633702,1.2002793,0.0016952,0.1441094,3.4023007,3.1389305,9.2422013,9.4687998,10.022839,7.9732323,7.8155958,7.6404459,1
ENSG00000136628.17_2,ENSG00000136628.17,EPRS,chr1:220141,-,protein_coding,-0.387558,0.7644223,0.0394766,0.3123847,5.3034308,5.6909891,41.322361,42.420994,32.512404,48.82969,54.307556,49.026784,0
ENSG00000137145.20_2,ENSG00000137145.20,DENND4C,chr9:192304,+,protein_coding,-0.518813,0.697946,0.0305064,0.2908365,3.4600671,3.9788798,10.918724,10.944939,8.3613443,13.545583,17.280118,13.742678,0
ENSG00000137193.13_2,ENSG00000137193.13,PIM1,chr6:371379,+,protein_coding,-0.300547,0.8119445,0.0326071,0.2958398,3.1609012,3.4614481,7.1418098,8.2109306,8.5401178,9.9931773,9.2241551,10.891825,0
ENSG00000137267.5_2,ENSG00000137267.5,TUBB2A,chr6:315390,-,protein_coding,0.3997153,1.3192476,0.0029522,0.1627656,5.7240523,5.324337,50.849721,52.110437,52.630028,42.367673,36.65084,38.392597,1
ENSG00000137285.9_2,ENSG00000137285.9,TUBB2B,chr6:322449,-,protein_coding,0.3945206,1.3145059,0.0036396,0.1767394,4.2251695,3.8306489,17.43083,17.362226,18.330275,14.371521,12.327827,13.058677,1
ENSG00000137648.17_3,ENSG00000137648.17,TMPRSS4,chr11:11794,+,protein_coding,-0.279347,0.8239638,0.0045968,0.1849138,2.3653249,2.6446721,4.1657401,4.2494527,4.0449242,4.9798574,5.1500706,5.6497601,0
ENSG00000137720.7_2,ENSG00000137720.7,C11orf1,chr11:11174,+,protein_coding,0.3181234,1.2467078,0.0207658,0.2615337,1.7561508,1.4380274,2.5447512,2.0195055,2.6011455,1.6621351,1.6527268,1.8167322,1
ENSG00000137876.9_2,ENSG00000137876.9,RSL24D1,chr15:55473,-,protein_coding,-0.434126,0.7401422,0.0350555,0.3014271,3.8786442,4.3127698,14.535398,14.896637,11.886562,16.328,20.663593,19.909337,0
ENSG00000138386.16_3,ENSG00000138386.16,NAB1,chr2:191511,+,protein_coding,-0.371623,0.7729126,0.0432962,0.3166579,2.7644782,3.136101,6.4520779,5.6661867,5.3156446,7.7872464,8.9889373,6.7412181,0
ENSG00000138439.11_2,ENSG00000138439.11,FAM117B,chr2:203499,+,protein_coding,-0.292831,0.8162989,0.013225,0.2354662,2.0233234,2.316154,3.2688332,3.1660409,2.7775511,4.186022,4.0691054,3.6981819,0
ENSG00000138688.15_3,ENSG00000138688.15,KIAA1109,chr4:123073,+,protein_coding,-0.466036,0.7239511,0.0360143,0.3039541,2.0866074,2.5526432,3.6169053,3.5166936,2.6747064,4.2701047,5.7680927,4.6621445,0
ENSG00000138760.9_2,ENSG00000138760.9,SCARB2,chr4:770798,-,protein_coding,-0.459688,0.7271437,0.0120575,0.2323938,3.4015267,3.8612142,9.443822,9.77493,9.4860218,13.415771,15.537819,11.873831,0
ENSG00000138764.14_3,ENSG00000138764.14,CCNG2,chr4:780783,+,protein_coding,-0.46116,0.7264019,0.004056,0.182744,1.8887528,2.349913,2.7139895,2.8632221,2.5393492,3.659706,4.4791359,4.1893421,0
ENSG00000138767.12_3,ENSG00000138767.12,CNOT6L,chr4:786345,-,protein_coding,-0.47055,0.7216896,0.0492873,0.3289498,1.8274558,2.2980054,2.8447878,3.0725953,1.8550478,3.5779016,4.2428295,3.9553398,0
ENSG00000138780.14_3,ENSG00000138780.14,GSTCD,chr4:106629,+,protein_coding,-0.413762,0.7506636,0.0382578,0.3085154,2.1131827,2.5269443,3.1895719,3.3814882,3.411668,5.1971266,3.7936294,5.4447082,0
ENSG00000138814.16_2,ENSG00000138814.16,PPP3CA,chr4:101944,-,protein_coding,-0.278454,0.8244738,0.0236894,0.2692169,2.5836805,2.8621349,4.590275,5.6008423,4.8379919,6.3291572,6.5145773,5.9792187,0
ENSG00000139178.10_3,ENSG00000139178.10,C1RL,chr12:72421,-,protein_coding,-0.30719,0.8082145,0.0095433,0.2139,2.8622832,3.169473,6.1080468,5.8993078,6.8404956,8.4427234,7.745971,7.8188926,0
ENSG00000139269.2_2,ENSG00000139269.2,INHBE,chr12:57846,+,protein_coding,-0.834452,0.5607959,0.0125751,0.2343664,0.1765445,1.0109969,0.1629036,0.1205283,0.1078194,1.3978383,0.5501641,1.2020319,0
ENSG00000139289.13_2,ENSG00000139289.13,PHLDA1,chr12:76419,-,protein_coding,-0.299576,0.8124913,0.0027899,0.162234,3.8674814,4.1670571,14.517976,13.286065,13.02607,17.028468,17.107989,16.758181,0
ENSG00000139514.12_3,ENSG00000139514.12,SLC7A1,chr13:30083,-,protein_coding,-0.562733,0.6770185,0.0019827,0.1522433,4.9184343,5.4811671,28.312954,30.8055,28.663812,46.580614,39.661184,45.065639,0
ENSG00000139793.18_3,ENSG00000139793.18,MBNL2,chr13:97873,+,protein_coding,-0.36961,0.7739916,0.0498308,0.3301996,2.912056,3.2816661,7.3432185,6.3918842,5.914485,7.829162,10.246093,8.2622953,0
ENSG00000139946.9_2,ENSG00000139946.9,PELI2,chr14:56584,+,protein_coding,-0.432598,0.7409264,0.0192423,0.2572494,2.3405131,2.7731109,4.3342614,4.5039607,3.4253168,5.3542598,6.2999819,5.8862369,0
ENSG00000140044.12_2,ENSG00000140044.12,JDP2,chr14:75894,+,protein_coding,-0.426112,0.7442648,0.000588,0.1106916,0.9275613,1.3536733,0.912084,0.8251582,0.9718044,1.6386178,1.4653693,1.5658445,0
ENSG00000140262.17_2,ENSG00000140262.17,TCF12,chr15:57210,+,protein_coding,-0.505424,0.7044535,0.0336319,0.2984107,1.7662904,2.2717141,2.5508038,2.8649598,1.8684518,4.4678856,3.7042221,3.3777908,0
ENSG00000140455.16_4,ENSG00000140455.16,USP3,chr15:63796,+,protein_coding,-0.288472,0.8187686,0.0362702,0.3048333,2.2056419,2.4941143,3.4823601,4.1394736,3.2605705,4.856828,4.2867381,4.7750979,0
ENSG00000140750.16_3,ENSG00000140750.16,ARHGAP17,chr16:24930,-,protein_coding,0.3533117,1.2774897,0.0090292,0.2129568,2.9186681,2.5653564,6.5153785,6.6483985,6.5213986,5.2380781,5.2234768,4.3415073,1
ENSG00000140832.9_3,ENSG00000140832.9,MARVELD3,chr16:71660,+,protein_coding,0.3009382,1.2319453,0.0020776,0.1522433,3.2027729,2.9018347,8.2509923,8.3723142,8.0023719,6.1714221,6.8604132,6.4057182,1
ENSG00000140961.12_3,ENSG00000140961.12,OSGIN1,chr16:83981,+,protein_coding,0.4405011,1.3570756,0.0137651,0.2388191,3.2540034,2.8135023,8.5560938,7.7067059,9.4357483,6.6158625,5.4005521,6.1270408,1
ENSG00000141198.15_4,ENSG00000141198.15,TOM1L1,chr17:52976,+,protein_coding,-0.346654,0.7864061,0.0294496,0.2891776,1.9094165,2.2560702,3.028844,2.8322021,2.4335716,3.2899868,3.9430848,4.1402043,0
ENSG00000141552.17_3,ENSG00000141552.17,ANAPC11,chr17:79848,+,protein_coding,0.6030125,1.5188849,0.0294746,0.2891776,2.8391912,2.2361786,7.1105692,7.0238105,4.6313579,3.6991013,3.4099385,4.0468825,1
ENSG00000142530.10_3,ENSG00000142530.10,FAM71E1,chr19:50970,-,protein_coding,-0.320141,0.8009913,0.0321732,0.2958398,1.6057572,1.9258987,2.1534944,2.3183929,1.6941599,2.8933161,2.5907704,2.9242124,0
ENSG00000142627.12_2,ENSG00000142627.12,EPHA2,chr1:164508,-,protein_coding,0.2968729,1.2284788,0.0289939,0.2885442,6.0992427,5.8023697,64.582785,64.335398,74.201511,59.114021,51.215264,54.371811,1
ENSG00000142871.16_3,ENSG00000142871.16,CYR61,chr1:860464,+,protein_coding,0.5420632,1.4560533,0.00336,0.172735,3.7431677,3.2011045,12.69164,12.169233,12.316843,9.1977113,7.3104351,8.1782304,1
ENSG00000142910.15_2,ENSG00000142910.15,TINAGL1,chr1:320420,+,protein_coding,0.3554219,1.2793597,0.0113076,0.2280969,5.0995775,4.7441556,32.644893,32.204561,35.079495,28.131208,23.577104,25.885009,1
ENSG00000143252.14_2,ENSG00000143252.14,SDHC,chr1:161284,+,protein_coding,0.3442265,1.2694702,0.0113543,0.2280969,3.3802306,3.0360041,9.1023574,10.435723,8.7716089,7.5718233,7.1742205,6.8752686,1
ENSG00000143412.9_2,ENSG00000143412.9,ANXA9,chr1:150954,+,protein_coding,-0.488278,0.7128756,0.0014815,0.1390335,3.5148544,4.0031321,10.147305,10.638721,10.512103,15.012731,13.930216,16.244753,0
ENSG00000143507.17_2,ENSG00000143507.17,DUSP10,chr1:221874,-,protein_coding,0.2729633,1.2082871,0.006448,0.2040161,2.3294363,2.056473,4.2931591,3.8805156,3.9148462,3.3448951,2.9798438,3.162314,1
ENSG00000143537.13_3,ENSG00000143537.13,ADAM15,chr1:155023,+,protein_coding,0.2734717,1.208713,0.0301905,0.2902479,4.3395334,4.0660617,18.839758,18.29175,20.681094,17.016448,14.40174,15.934824,1
ENSG00000143776.18_3,ENSG00000143776.18,CDC42BPA,chr1:227177,-,protein_coding,-0.455611,0.7292012,0.0161191,0.2484394,2.8884187,3.3440298,6.5733476,7.0152089,5.6880464,8.6911444,10.397125,8.4795872,0
ENSG00000144224.16_2,ENSG00000144224.16,UBXN4,chr2:136499,+,protein_coding,-0.352362,0.7833005,0.0447269,0.3195842,4.1332031,4.4855653,18.021852,16.848947,14.914351,19.090407,24.280803,21.135511,0
